nomor_izin,bulan_pengajuan,tahun_pengajuan,jenis_izin,nama_perusahaan,alamat_perusahaan,tgl_akhir,longitude,latitude
0189/IG/XI/2015/BPPT,November,2015,Izin Gangguan,CAFE BATUNUNGGAL,BATUNUNGGAL INDAH II 43,27/11/2018,107.6240248,-6.9562955
0190/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,RUMAH KERUDUNG DUMI,MOCH. TOHA - ITC KEBON KALAPA LT. DASAR BLOK A-2 NO. 5,17/02/2019,107.6063554,-6.9283197
0191/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. MENOTEMBO KONGO,JAMIKA 99-E,18/02/2019,107.5897202,-6.9218978
0191/IG/IV/2016/BPPT,April,2016,Izin Gangguan,BUNGA RAYA,K.H. AHMAD DAHLAN 90,13/04/2019,107.6230828,-6.9337075
0192/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. INDOCAL LABORATORI SISTEM,MALANGBONG IV 56,18/02/2019,107.6191228,-6.9174639
0192/IG/IV/2016/BPPT,April,2016,Izin Gangguan,PT. KAIROS BANGUN PERSADA,KOMPLEK BUMI SUKARAJA 1 RUKO BUMI SUKARAJA,13/04/2019,107.6191228,-6.9174639
0193/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. ALAMANDA,SARI ASIH II 3 KOMP. PLN,18/02/2019,107.5782858,-6.8785486
0195/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. ASARI,MOCH. TOHA 76-78,17/02/2019,107.1426022,-6.8166679
0197/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,KOPERASI SAUYUNAN,CIANJUR 34,21/01/2019,107.6324937,-6.9161067
0198/IG/IV/2016/BPPT,April,2016,Izin Gangguan,VIRADILA,BABAKAN JERUK I 100,14/04/2019,107.6191228,-6.9174639
0199/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. ESA KIRANA NUSA,KOPO JAYA I 18,19/02/2019,107.5834357,-6.951258
0199/IG/XI/2015/BPPT,November,2015,Izin Gangguan,CV. TUNGGAL JAYA,MARGA ASRI VI E.C- 217,30/11/2018,107.5521266,-6.928647042
0208/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. MARKASTAMA MANTEKINFO MANDIRI,CIGADUNG RAYA 160,18/02/2019,107.6266329,-6.883367
0212/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. SAKURA JAYA,TAMAN KAKTUS 9,18/02/2019,107.6191228,-6.9174639
0212/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. VINATAMA WIWAHA,CISARANTEN KULON 68,22/02/2019,107.682207,-6.9267452
0215/IG/IX/2015/BPPT,September,2015,Izin Gangguan,RS. EMMA POERADIREDJA UNTUK YAYASAN BINA SEJAHTERA PERSADA,SUMATRA 46-48,28/09/2018,107.6137341,-6.913188451
0217/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,CV. SPEKTRA UTAMA,PHH. MUSTOPA 147,22/01/2019,107.6529423,-6.9019253
0217/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. KHARISMA,GANG PELITA III 17,18/02/2019,107.6191228,-6.9174639
0218/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,PT. SINAR BUANA EKAJAYA PRIMA PUTRA,SANGGAR KENCANA XVI 5,22/01/2019,107.6652721,-6.9339002
0218/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. JAYA KREASI SEJATI,RAJAMANTRI KALER 18,18/02/2019,107.6191228,-6.9174639
0218/IG/XII/2015/BPPT,Desember,2015,Izin Gangguan,PT. TOPGROWTH FUTURES,ASIA AFRIKA 94,17/12/2018,107.6091687,-6.921473256
0219/IG/XII/2015/BPPT,Desember,2015,Izin Gangguan,BELITA K-BEAUTY,LEUMAH NEUNDEUT KAV. 88,17/12/2018,107.6191228,-6.9174639
0221/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,PT. MAJUJAYA SOLUSI CEMERLANG,JENDERAL SUDIRMAN 656,25/01/2019,107.5679512,-6.9240631
0221/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. YUANMI INDAH REZA,SATURNUS BARAT IX 6,18/02/2019,107.6627134,-6.9513521
0222/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,CV. BANIAR \ APOTEK VIDIZ BANIAR,TERUSAN JAKARTA 279,25/01/2019,107.6577455,-6.913006
0222/IG/XII/2015/BPPT,Desember,2015,Izin Gangguan,CV. ELKATEX SELARAS ABADI,KEBON JATI 88 \/ D-15,17/12/2018,107.5991538,-6.916126786
0223/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,LIGHT HOUSE,JENDERAL SUDIRMAN 546 BLOK A-6,25/01/2019,107.5679512,-6.9240631
0223/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. TRIPUTRA KARYA ANUGERAH,KOMPLEK SETRASARI MALL RUKO BLOK B4-98,19/02/2019,107.6191228,-6.9174639
0224/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,APOTEK A-YANI,JEND.AHMAD YANI 307,25/01/2019,107.6357341,-6.9125479
0224/IG/IV/2016/BPPT,April,2016,Izin Gangguan,BUANA MOTOR,CIHAMPELAS 189,26/04/2019,107.6038601,-6.8881842
0225/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,PT. THANKS CREATIVE INDONESIA,MERDEKA 49 GEDUNG SERUNI LT. DSR. F-1\/F-4,25/01/2019,107.6106185,-6.9093303
0225/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. KING GOLD INDONESIA,SOEKARNO HATTA METRO INDAH MALL 23 BLOK I,19/02/2019,107.6601016,-6.943163429
0226/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. TRIPUTRA KARYA LESTARI,KOMPLEK SETRASARI MALL RUKO BLOK B4-98,19/02/2019,107.6191228,-6.9174639
0229/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. AROMA PARAMA VISESA ( CARIBOU COFFEE ),SUKAJADI 137-139 ( RESORT LEVEL UNIT NO. B-69 ),19/02/2019,107.5960663,-6.889043
0230/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. MAHARA JAYA,HARIANG BANGA 8,19/02/2019,107.608215,-6.9012472
0231/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,CV. BANDUNG SUMBER LOGAM,GUNUNG BATU 1,25/01/2019,107.6191228,-6.9174639
0233/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,PT. SINERGI LINTAS SOLUSI,ADI FLORA RAYA 10,25/01/2019,107.6888167,-6.9640585
0234/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,CV. MARIANA DJAYA SENTOSA,PADASUKA 242,25/01/2019,107.6631654,-6.8844269
0234/IG/IV/2016/BPPT,April,2016,Izin Gangguan,CV. SINAR SURYA MAS,CIBOLERANG C-1 BELAKANG POM BENSIN,15/04/2019,107.5708051,-6.9498649
0236/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,PT. ESTHA KARTA TRUS NIYATA,SRIWIJAYA 133-A,25/01/2019,107.6191228,-6.9174639
0237/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,KEMBAR SEHAT,KEMBAR BARAT 8,25/01/2019,107.6191228,-6.9174639
0237/IG/IV/2016/BPPT,April,2016,Izin Gangguan,SEJATI,DR DJUNDJUNAN 65,27/04/2019,107.6191228,-6.9174639
0238/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,TOKO DUDI,PASAR INDUK CARINGIN 125-127 BLOK E-IV,25/01/2019,107.6191228,-6.9174639
0239/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,NESSA,CICENDO 11,25/01/2019,107.6191228,-6.9174639
0240/IG/I/2016/BPPT,Januari,2016,Izin Gangguan,PT. WIJAYA BINTANG SENTOSA,SALUYU XI A 4,25/01/2019,107.6813625,-6.9529341
0243/IG/IV/2016/BPPT,April,2016,Izin Gangguan,PT. PUTRA JAYA PROPERTY,PETA LINGKAR SELATAN RUKO KOPO PLAZA D-2,18/04/2019,107.5902247,-6.9342039
0243/IG/XI/2015/BPPT,November,2015,Izin Gangguan,PT. CATUR MUDA PRATAMA,SUKAHAJI RAYA 69,23/11/2018,107.740394,-6.9371265
0251/IG/XI/2015/BPPT,November,2015,Izin Gangguan,LPK NAKURA,BATU NUNGGAL INDAH RAYA 186,24/11/2018,107.6306802,-6.9548276
0268/IG/XI/2015/BPPT,November,2015,Izin Gangguan,CV. TIGA BERLIAN,KEBON JATI 171,25/11/2018,107.6191228,-6.9174639
0270/IG/X/2015/BPPT,Oktober,2015,Izin Gangguan,CV. KARYA MANDIRI,BAGUSRANGIN 19\/50,27/10/2018,107.6191228,-6.9174639
0270/IG/XI/2015/BPPT,November,2015,Izin Gangguan,PT. MAHKOTA WISATA SEJAHTERA,CIHAMPELAS 76-B,25/11/2018,107.6043999,-6.901198646
0276/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PRO AUDIO,SURYA SUMANTRI 105,26/02/2019,107.6191228,-6.9174639
0277/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PD. TUNGGAL JAYA,SUNIARAJA 58,26/02/2019,107.6055083,-6.9156522
0278/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. SURYAPUTRA SARANA,ABDULRAHMAN SALEH 4,26/02/2019,107.5807109,-6.907640819
0281/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. CITA PRISMA,PESANTREN 47,26/02/2019,107.6191228,-6.9174639
0282/IG/XI/2015/BPPT,November,2015,Izin Gangguan,PT. KHARISMA JABAR BUSANA,KOMP. BIZPARK COMMERCIAL ESTATE B01-38,25/11/2018,107.5861556,-6.951425211
0285/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. MIRANTY,SYAH BANDAR 11,26/02/2019,107.57422,-6.9251504
0285/IG/XII/2015/BPPT,Desember,2015,Izin Gangguan,PT.  NEO  PRIMA  PUTRA,BARANANGSIANG 11 BLOK E RUKO ITC,28/12/2018,107.620539,-6.918555599
0286/IG/IV/2016/BPPT,April,2016,Izin Gangguan,MASTER KUNCI,SUNIARAJA 50,20/04/2019,107.6055083,-6.9156522
0286/IG/XII/2015/BPPT,Desember,2015,Izin Gangguan,TOKO JEMBAR JAYA,SURYANI DALAM 28,28/12/2018,107.5813051,-6.923371
0287/IG/IV/2016/BPPT,April,2016,Izin Gangguan,CV. DACIN MAS,KARASAK 38\/201-B GANG MESJID,20/04/2019,107.6074752,-6.9482616
0289/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. WIRAKY NUSA TELEKOMUNIKASI,KOMPLEK SETRASARI MALL 101 B-C3,28/02/2019,107.5820323,-6.8814674
0290/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,RUMAH MAKAN ATMOSPHERE,LENGKONG BESAR 97,28/02/2019,107.6126397,-6.9262113
0291/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. INDOHADETAMA,PLN 1,28/02/2019,107.6093173,-6.8719011
0291/IG/XII/2015/BPPT,Desember,2015,Izin Gangguan,CV. DWI TUNGGAL JAYA,TERUSAN CIPADUNG INDAH 42,28/12/2018,107.7177302,-6.9253881
0292/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,PT. KEN KEN INDONESIA,KUTAMAYA 11-A,28/02/2019,107.5996201,-6.9585018
0293/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,BUMI KENCANA,JENDERAL SUDIRMAN 412,28/02/2019,107.5903023,-6.9191415
0293/IG/X/2015/BPPT,Oktober,2015,Izin Gangguan,CV. BUANA CAHAYA LESTARI,CIBATU RAYA 53,27/10/2018,107.6633365,-6.917528
0299/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PD. LALA FASHION,ASTANA ANYAR 24,30/03/2019,107.5987219,-6.923641287
0299/IG/XI/2015/BPPT,November,2015,Izin Gangguan,CV. MUTIARA ILMU BANDUNG,SUKAMANTRI I 135\/144-D,27/11/2018,107.6191228,-6.9174639
0303/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. MANDIRI PACK,HOLIS 220,26/02/2019,107.6122563,-6.9174639
0308/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. ATMAJA MITRATAMA,ARCAMANIK ENDAH 5 RUKO III,26/02/2019,107.6749872,-6.9181629
0309/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,KOPERASI KARYAWAN KELUARGA SEJAHTERA,CIPAMOKOLAN 1,26/02/2019,107.6762506,-6.9437133
0309/IG/XI/2015/BPPT,November,2015,Izin Gangguan,CV. NARMALA 22,HOLIS 278,28/11/2018,107.5699243,-6.9378957
0313/IG/XI/2015/BPPT,November,2015,Izin Gangguan,CV. SANSO BERJAYA TEXINDO,BATUNUNGGAL INDAH RAYA 134,30/11/2018,107.6191228,-6.9174639
0320/IG/XI/2015/BPPT,November,2015,Izin Gangguan,TIE LIE YAM,KEPATIHAN 27,30/11/2018,107.6191228,-6.9174639
0321/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,VARIASI 53,CIKAWAO 53,28/02/2019,107.615971,-6.928451
0322/IG/XI/2015/BPPT,November,2015,Izin Gangguan,PT. ARTHA MULIA GROUP,DAKOTA 27-J,30/11/2018,107.572326,-6.8918376
0324/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. PALAIS,GANG BANGUN RESIK III 109,28/02/2019,107.6191228,-6.9174639
0324/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. DARUN SARUNDAYAN INDONESIA,CIJAGRA IC 5,01/03/2019,107.6256291,-6.943736804
0325/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. TIRTA KENCANA,DURSASANA 18,01/03/2019,107.6191228,-6.9174639
0327/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,EXCELLENT SEVEN DEWATA SKY,DR. EHRLICH 7,01/03/2019,107.6191228,-6.9174639
0330/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. INDOMARCO PRISMATAMA ( INDOMARET ),TERUSAN JAKARTA 30,01/03/2019,107.668055,-6.9162465
0331/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. LINTAS AMAN TARUMANAGARA,TAMAN CIBEUNYING 2,01/03/2019,107.6257405,-6.90468776
0332/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. INDOMARCO PRISMATAMA ( INDOMARET ),PASIRKALIKI 65,01/03/2019,107.6022965,-6.9066189
0334/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. PRIMA MEDICHA,TUBAGUS ISMAIL RAYA 10-A,01/03/2019,107.6193581,-6.8850617
0336/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. INDOMARCO PRISMATAMA ( INDOMARET ),PAJAJARAN 85,01/03/2019,107.5875009,-6.8994571
0337/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. INDOMARCO PRISMATAMA ( INDOMARET ),MARGACINTA 424-B,01/03/2019,107.6485029,-6.9551057
0339/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,RM. BU HAJI CIJANTUNG,MERAK 11,01/03/2019,107.6202823,-6.8979202
0342/IG/II/2016/BPPT,Februari,2016,Izin Gangguan,CV. SAMBARA BOGA,TRUNOJOYO 64,28/02/2019,107.6131652,-6.9042721
0342/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. JOINT VENTURE,SUKAJADI 112,01/03/2019,107.5969731,-6.8911483
0344/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,SHELTER CAFE AND BAR,SULANJANA 14,01/03/2019,107.6106315,-6.8996407
0350/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. SUMBER JAYA MAXIMILIAN,TERUSAN PASIRKOJA 8 \/ KAV. B-46,01/03/2019,107.579768,-6.929273326
0352/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. ELYON VENTURA,CIHAMPELAS 87,01/03/2019,107.8545939,-7.0118879
0356/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. PRAMA JAYA ARJA,KOMPLEK KOPO MAS REGENCY 88-R,02/03/2019,107.5776294,-6.958146372
0357/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. BIRU LANGIT ASIA,GURAME 12-C,02/03/2019,107.6167064,-6.9315082
0360/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. GANESHA PRATAMA CONSULTANT,GURAME 12-C,02/03/2019,107.6167064,-6.9315082
0361/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. SINAR JAYA LESTARI,SATRIA RAYA III 60-A,02/03/2019,107.574158,-6.9466155
0364/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. DWI KARYA PERDANA,SUKAPADA I 196 \/ 139-A,02/03/2019,107.6394332,-6.9015937
0365/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. LIEMETA PRIMA,RD MUSTIKA 13,02/03/2019,107.6687562,-6.9651377
0367/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT.TAZAKKA MANDIRI UTAMA,TALAGA BODAS 51,02/03/2019,107.6191228,-6.9174639
0368/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. PANGHEGAR MITRA UTAMA,SOEKARNO HATTA 19,02/03/2019,107.5742906,-6.9189129
0371/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. ARDELIA,ADI FLORA RAYA 6 PINUS,02/03/2019,107.6888167,-6.9640585
0372/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PRESIDEN MEUBEL,AHMAD YANI 556,02/03/2019,107.6365673,-6.9122338
0373/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. REJEKI JAYA LESTARI,BABAKAN CIBEUREUM 54 ( GUDANG GTS ),02/03/2019,107.6074498,-6.9174639
0375/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,SUMBER AGUNG,TERI 1,02/03/2019,107.5898107,-6.917832849
0376/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. AMHARYLLUM SEJAHTERA ABADI,TERUSAN JAKARTA 422-RUKO PURI DAGO. KAV. 71,02/03/2019,107.6676968,-6.916755889
0378/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,SINAR MULYA,KALIPAH APO 71,02/03/2019,107.6191228,-6.9174639
0379/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. TATA GLOBAL SENTOSA,NARIPAN 66,02/03/2019,107.6156943,-6.9208628
0380/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. ESPAC INDO UTAMA,MEGA RAYA I 1,02/03/2019,107.5690851,-6.8929439
0381/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. GRAHA LAND BANDUNG,KOPO MAS REGENCY 2-A BLOK A,02/03/2019,107.5784502,-6.9586549
0382/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. MAHA KREASI INDONESIA,MOCH. TOHA 298,02/03/2019,107.6108846,-6.953176112
0383/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,"PT. BANK OCBC NISP, TBK.",RAYA A.H. NASUTION 144,02/03/2019,107.6662899,-6.9041366
0384/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,"PT. BANK OCBC NISP, TBK.",KOPO 161,02/03/2019,107.5963111,-6.937047219
0385/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,SINAR MULYA,PAJAGALAN 33,02/03/2019,107.6191228,-6.9174639
0386/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. FATIADIJAYA,SUKASARI II 42,02/03/2019,107.6191228,-6.9174639
0387/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. RAJASA,SATURNUS TIMUR 6,02/03/2019,107.6668283,-6.9515574
0388/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. ENERGI ACEH SEJAHTERA,KOMPLEK SETRASARI MALL 33 B-1,02/03/2019,107.5820323,-6.8814674
0389/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,TOKO KADO,H. SARIP 7,03/03/2019,107.5772223,-6.8903805
0391/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. FATARINDO CEMERLANG,SOEKARNO HATTA 287,03/03/2019,107.6089365,-6.9203505
0392/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. INATON MILIK BERSAMA,METRO INDAH MALL BLOK I-15,03/03/2019,107.6191228,-6.9174639
0393/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. MITRA UTAMA INDOLAB,BATUNUNGGAL INDAH II RE-10 KOMP. RUKO PASAR MODERN,03/03/2019,107.6191228,-6.9174639
0395/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. NUSA ANUGRAH AKINDO,DR. SETIABUDHI 170 LT. 2,03/03/2019,107.6191228,-6.9174639
0398/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. NUSA BERKAT AKINDO,DR. SETIABUDHI 170 LT. 2,03/03/2019,107.6191228,-6.9174639
0400/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PD. SUGI JAYA,KASMIN 19 GG. KASMIN,03/03/2019,107.6191228,-6.9174639
0402/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. SOLUSI LINTAS EVOLUSI,PLUTO UTARA II 30,03/03/2019,107.6644012,-6.9549361
0403/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. TIGA NADA PERKASA,SANGGAR KENCANA XXV 9,03/03/2019,107.6654246,-6.934944
0404/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. MELVAR PRIMA SOLUSI,PASIR KALIKI PASKAL HYPER SQUARE RUKO NO. 39-41,03/03/2019,107.5961025,-6.91447432
0405/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,ANEKA KALENDER,PUNGKUR 172,03/03/2019,107.6052558,-6.9296759
0406/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,AQUILA RESIDENCE,SUKASARI IV 6,03/03/2019,107.5802783,-6.890739
0407/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. GLOBAL UTAMA,SALUYU INDAH XII 34-A,03/03/2019,107.6829043,-6.9555739
0408/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. MULTI SINERGI INFRASTRUKTUR,PALEM RAYA RUKO 1-2,03/03/2019,107.6191228,-6.9174639
0409/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. TRIKARYA ABADI,SOEKARNO HATTA 478,03/03/2019,107.6300079,-6.949362039
0410/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. BANK FAMA INTERNATIONAL,CIHAMPELAS NO.30-40,03/03/2019,107.6044113,-6.904205576
0412/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. BANK FAMA INTERNATIONAL,JENDERAL SUDIRMAN 189,03/03/2019,107.5977056,-6.920125966
0413/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,GESTALT CENTER,GUNUNG BATU KAVLING CRB NO. 91-B,03/03/2019,107.5755201,-6.891084616
0415/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,MUTIARA BARU,OTO ISKANDARDINATA 182,03/03/2019,107.6191228,-6.9174639
0417/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. SAPUTRA JAYA,CARINGIN 298,03/03/2019,107.5744687,-6.944085
0418/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,KOPERASI LAMGANDA,KOMPLEK BUMI ASRI KALPATARU E-19,04/03/2019,107.6191228,-6.9174639
0419/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PAPILIO,LASWI 57,04/03/2019,107.6191228,-6.9174639
0420/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. OTOMI SETIA JASMINE,CIBOLERANG 2,04/03/2019,107.5597833,-6.9627648
0421/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. WULANDA LESTARI ABADI,KOMPLEK KOPO MAS REGENCY BLOK 9 X\/2,04/03/2019,107.6191228,-6.9174639
0422/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. MULTIMAYAKA,TAMAN CITARUM 1,04/03/2019,107.6080487,-6.9026282
0423/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,"PT. BANK OCBC NISP, TBK.",MOCH. TOHA 182,04/03/2019,107.6080043,-6.944513951
0424/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,ANUGERAH JAYA,JAMIKA 106-A,04/03/2019,107.5855403,-6.9232226
0425/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. SATRIA MEDIKA INDONESIA,LENGKONG KECIL 14,04/03/2019,107.612415,-6.923176
0427/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. KAGUM YAKIN ABADI \ GINO FERUCI HOTEL,BRAGA 67,04/03/2019,107.6191228,-6.9174639
0428/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,SWAAT,JURANG 103,04/03/2019,107.6009455,-6.8846637
0429/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. KARYA  AGUNG  MANDIRI,LEUWI SARI II 17,04/03/2019,107.5965813,-6.945043772
0430/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. MAJU LESTARI TEKNIK,SOMA GANG PAREPANDAN,04/03/2019,107.6459467,-6.9172131
0431/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. CIPTA GLOBAL SELERA,SUNDA 73,04/03/2019,107.6178176,-6.918198751
0433/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PRIMA SUKSES,CIBOLERANG -,04/03/2019,107.5756967,-6.9509353
0434/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. LOGISTIK ENERGY ARMADA PRIMA,DULATIF 32,04/03/2019,107.602236,-6.9190025
0435/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. SINAR BUANA SEJATI,INHOFTANK KAV. 17,04/03/2019,107.6022965,-6.9400887
0440/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,"PT. BANK MNC INTERNASIONAL,TBK.",SUNDA 52-B,05/03/2019,107.6179516,-6.9195077
0441/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. MAKMUR BAROKAH ABADI,KIARACONDONG 441-B,07/03/2019,107.6191228,-6.9174639
0442/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,WARUNG STEAK CIKAWAO PERMAI,KOMPLEK CIKAWAO A-3 KOMP. CIKAWAO PERMAI,07/03/2019,107.6119141,-6.9274918
0443/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. PUTRI PRIMA MANDIRI,RUKO MTC 11 BLOK J.,07/03/2019,107.6191228,-6.9174639
0444/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. LANG JAYA MAKMUR BERSAMA,KAMPUS VII 28,07/03/2019,107.6191228,-6.9174639
0445/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. TANGGUL TEGUH,SUBRATA 10-A,07/03/2019,107.6191228,-6.9174639
0446/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. TIRTA ANUGERAH ABADI,PACUAN KUDA 2,07/03/2019,107.6191228,-6.9174639
0447/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,SENTRAL OUTDOOR MEDIA,BEGAWAN SEMPANI 2,07/03/2019,107.5939754,-6.9054435
0448/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. HAVINDO MITRA SEJAHTERA,GUNUNG BATU 93-B,07/03/2019,107.6191228,-6.9174639
0449/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. FADHIL BAROKAH SESAMA,SALENDRO TIMUR III 11,07/03/2019,107.6355826,-6.939412999
