"nomor_registrasi","alamat_lokasi","nama_kelurahan","nama_kecamatan"
"2552/KRK-DISTARCIP/VII-2016","GG. SUKASARI II NO. 10 / JL. PIKITDRO I NO. 9","Neglasari","Cibeunying Kaler"
"5157/KRK-DISTARCIP/XII-2016","RERENG ADUMANIS NO. 13","Sukaluyu","Cibeunying Kaler"
"4885/KRK-DISTARCIP/XII-2016","BATIK KUMELI N0 38","Sukaluyu","Cibeunying Kaler"
"4134/KRK-DISTARCIP/X-2016","SIDOMUKTI 88","Sukaluyu","Cibeunying Kaler"
"3891/KRK-DISTARCIP/X-2016","SIDOMULYO NO. 35","Sukaluyu","Cibeunying Kaler"
"3862/KRK-DISTARCIP/X-2016","SIDOMUKTI T10","Sukaluyu","Cibeunying Kaler"
"3578/KRK-DISTARCIP/IX-2016","CIKUTRA BARAT NO. 29","Sukaluyu","Cibeunying Kaler"
"3335/KRK-DISTARCIP/IX-2016","BATIK RENGGANIS NO. 27","Sukaluyu","Cibeunying Kaler"
"3322/KRK-DISTARCIP/IX-2016","BATIK KUMELI NO. 31","Sukaluyu","Cibeunying Kaler"
"3187/KRK-DISTARCIP/VIII-2016","RERENG WULUNG NO.43","Sukaluyu","Cibeunying Kaler"
"3070/KRK-DISTARCIP/VIII-2016","SIDOMUKTI NO.308","Sukaluyu","Cibeunying Kaler"
"3041/KRK-DISTARCIP/VIII-2016","GAGAK 60/144 F","Sukaluyu","Cibeunying Kaler"
"2970/KRK-DISTARCIP/VIII-2016","PAHLAWAN NO. 65","Sukaluyu","Cibeunying Kaler"
"2592/KRK-DISTARCIP/VII-2016","RERENG ADUMANIS NO. 5","Sukaluyu","Cibeunying Kaler"
"4640/KRK-DISTARCIP/XI-2016","SASTRODIHARDJO II NO. 37","Cikutra","Cibeunying Kidul"
"4001/KRK-DISTARCIP/X-2016","SUKASENANG VI NO. 01","Cikutra","Cibeunying Kidul"
"3635/KRK-DISTARCIP/IX-2016","SEKEPANJANG I NO 64","Cikutra","Cibeunying Kidul"
"3617/KRK-DISTARCIP/IX-2016","JL.SUKASENANG V NO.37","Cikutra","Cibeunying Kidul"
"3339/KRK-DISTARCIP/IX-2016","SUKA SENANG V","Cikutra","Cibeunying Kidul"
"3130/KRK-DISTARCIP/VIII-2016","SEKEPANJANG I NO.70","Cikutra","Cibeunying Kidul"
"2905/KRK-DISTARCIP/VIII-2016","GG. SUKA IKHLAS NO. 13","Cikutra","Cibeunying Kidul"
"2885/KRK-DISTARCIP/VIII-2016","SASTRODIHARDJO V. NO.2","Cikutra","Cibeunying Kidul"
"2733/KRK-DISTARCIP/VII-2016","SASTRODIHARDJO I NO 10","Cikutra","Cibeunying Kidul"
"4951/KRK-DISTARCIP/XII-2016","JL.BBK.H.TAMIM NO.33","Padasuka","Cibeunying Kidul"
"4950/KRK-DISTARCIP/XII-2016","BBK.H.TAMIM NO.33","Padasuka","Cibeunying Kidul"
"4949/KRK-DISTARCIP/XII-2016","BBK.H.TAMIM NO.33","Padasuka","Cibeunying Kidul"
"3012/KRK-DISTARCIP/VIII-2016","SUKASIRNA 59","Padasuka","Cibeunying Kidul"
"3005/KRK-DISTARCIP/VIII-2016","JEND AHMAD YANI BLK 767","Padasuka","Cibeunying Kidul"
"5210/KRK-DISTARCIP/XII-2016","ASRI RAYA A-4 KAV 1","Pasirlayung","Cibeunying Kidul"
"4982/KRK-DISTARCIP/XII-2016","CIMUNCANG SELATAN NO. 48","Pasirlayung","Cibeunying Kidul"
"4980/KRK-DISTARCIP/XII-2016","KOMP. SUCI RESIDENCE F-9","Pasirlayung","Cibeunying Kidul"
"4901/KRK-DISTARCIP/XII-2016","BUNGURSARI VIII NO. 37","Pasirlayung","Cibeunying Kidul"
"4895/KRK-DISTARCIP/XII-2016","TERS CIMUNCANG","Pasirlayung","Cibeunying Kidul"
"4656/KRK-DISTARCIP/XI-2016","KO. SURAPATI CORE TR-12","Pasirlayung","Cibeunying Kidul"
"4575/KRK-DISTARCIP/XI-2016","PADASUKA NO. 54","Pasirlayung","Cibeunying Kidul"
"4320/KRK-DISTARCIP/XI-2016","JALAN BUNGURSARI RAYA NO. 23","Pasirlayung","Cibeunying Kidul"
"4218/KRK-DISTARCIP/X-2016","MEKAR II","Pasirlayung","Cibeunying Kidul"
"4143/KRK-DISTARCIP/X-2016","GG. IRIT 5/211A","Pasirlayung","Cibeunying Kidul"
"3949/KRK-DISTARCIP/X-2016","GG. ANUGERAH III NO. 48","Pasirlayung","Cibeunying Kidul"
"3932/KRK-DISTARCIP/X-2016","JL. PADASUKA 35","Pasirlayung","Cibeunying Kidul"
"3835/KRK-DISTARCIP/X-2016","CIMUNCANG NO. 68","Pasirlayung","Cibeunying Kidul"
"3572/KRK-DISTARCIP/IX-2016","KOMP. SUCI RESIDENCE A-23","Pasirlayung","Cibeunying Kidul"
"3561/KRK-DISTARCIP/IX-2016","BABAKAN SUKATMA NO. 7","Pasirlayung","Cibeunying Kidul"
"3513/KRK-DISTARCIP/IX-2016","CIMUNCANG","Pasirlayung","Cibeunying Kidul"
"3350/KRK-DISTARCIP/IX-2016","GG. BABAKAN CIHAPIT II NO.12","Pasirlayung","Cibeunying Kidul"
"4538/KRK-DISTARCIP/XI-2016","JL.KEBON WARU NO.51/41 (GG.BAHAGIA)","Sukamaju","Cibeunying Kidul"
"4513/KRK-DISTARCIP/XI-2016","CIHANJUANG NO. 1","Sukamaju","Cibeunying Kidul"
"4383/KRK-DISTARCIP/XI-2016","CIKASO NO. 68","Sukamaju","Cibeunying Kidul"
"4008/KRK-DISTARCIP/X-2016","WIRANTA NO. 71 DAN 73","Sukamaju","Cibeunying Kidul"
"3308/KRK-DISTARCIP/IX-2016","CICARIANG NO.7","Sukamaju","Cibeunying Kidul"
"2871/KRK-DISTARCIP/VIII-2016","CICARIANG 21","Sukamaju","Cibeunying Kidul"
"2559/KRK-DISTARCIP/VII-2016","CITAMIANG NO.37 - 39","Sukamaju","Cibeunying Kidul"
"4714/KRK-DISTARCIP/XI-2016","GG. PELITA II","Sukapada","Cibeunying Kidul"
"4316/KRK-DISTARCIP/XI-2016","VILLA ASRI TENGAH","Sukapada","Cibeunying Kidul"
"4117/KRK-DISTARCIP/X-2016","BOJONG KONENG MAKMUR TIMUR","Sukapada","Cibeunying Kidul"
"4106/KRK-DISTARCIP/X-2016","BABAKAN BARU KOTA BANDUNG","Sukapada","Cibeunying Kidul"
"3848/KRK-DISTARCIP/X-2016","VILLA ASRI IV BLOK C NO. 11","Sukapada","Cibeunying Kidul"
"3492/KRK-DISTARCIP/IX-2016","ASRI","Sukapada","Cibeunying Kidul"
"3015/KRK-DISTARCIP/VIII-2016","GANG PELITA I NO.25","Sukapada","Cibeunying Kidul"
"2738/KRK-DISTARCIP/VII-2016","BOJONGKONENG","Sukapada","Cibeunying Kidul"
"2605/KRK-DISTARCIP/VII-2016","JL.VILLA ASRI SELATAN V N0 4","Sukapada","Cibeunying Kidul"
"2589/KRK-DISTARCIP/VII-2016","GG. BABAKAN MANDIRI NO.1","Sukapada","Cibeunying Kidul"
"2451/KRK-DISTARCIP/VI-2016","CIKUTRA 102","Sukapada","Cibeunying Kidul"
"5220/KRK-DISTARCIP/XII-2016","CIPADUNG","Cipadung","Cibiru"
"5027/KRK-DISTARCIP/XII-2016","JL CIPADUNG PERMAI V NO 127 BANDUNG","Cipadung","Cibiru"
"4580/KRK-DISTARCIP/XI-2016","CIGAGAK","Cipadung","Cibiru"
"4511/KRK-DISTARCIP/XI-2016","KO. KUSUMA NUSANTARA C-2 NO. 14","Cipadung","Cibiru"
"4256/KRK-DISTARCIP/X-2016","KO. BUMI PANYILEUKAN F6-1","Cipadung","Cibiru"
"4183/KRK-DISTARCIP/X-2016","KOMP PATRA ASRI B-09","Cipadung","Cibiru"
"4126/KRK-DISTARCIP/X-2016","MANISI KP.LIO UTARA RT 03 RW 09","Cipadung","Cibiru"
"3771/KRK-DISTARCIP/IX-2016","MANISI GG. BAKTI IV NO. 107","Cipadung","Cibiru"
"3722/KRK-DISTARCIP/IX-2016","PERMAI IV NO. A.81","Cipadung","Cibiru"
"3354/KRK-DISTARCIP/IX-2016","CIMENCRANG","Cipadung","Cibiru"
"3152/KRK-DISTARCIP/VIII-2016","CIPADUNG PERMAI V","Cipadung","Cibiru"
"3127/KRK-DISTARCIP/VIII-2016","KP GAGAK DESA CIPADUNG","Cipadung","Cibiru"
"3026/KRK-DISTARCIP/VIII-2016","MANISI","Cipadung","Cibiru"
"2957/KRK-DISTARCIP/VIII-2016","KOMP.EASTERN HIIL. BLOK C","Cipadung","Cibiru"
"2926/KRK-DISTARCIP/VIII-2016","CIPADUNG/KOMP RUMAH CEMARA KAV 3","Cipadung","Cibiru"
"2890/KRK-DISTARCIP/VIII-2016","MANISI","Cipadung","Cibiru"
"2793/KRK-DISTARCIP/VIII-2016","DESA CIPADUNG HM-2575","Cipadung","Cibiru"
"2712/KRK-DISTARCIP/VII-2016","GRAHA KARYA II NO. 34-35","Cipadung","Cibiru"
"2609/KRK-DISTARCIP/VII-2016","MENTARI REGENCY CIPADUNG NO.11","Cipadung","Cibiru"
"2487/KRK-DISTARCIP/VI-2016","JL.PERMAI I NO.4","Cipadung","Cibiru"
"4745/KRK-DISTARCIP/XI-2016","PASIR LUHUR","Cisurupan","Cibiru"
"4564/KRK-DISTARCIP/XI-2016","CILENGKRANG I. NO. 8A","Cisurupan","Cibiru"
"4110/KRK-DISTARCIP/X-2016","TIRTA WENING NO. 156","Cisurupan","Cibiru"
"4072/KRK-DISTARCIP/X-2016","CILENGKRANG I","Cisurupan","Cibiru"
"3680/KRK-DISTARCIP/IX-2016","CIGUPAKAN","Cisurupan","Cibiru"
"3405/KRK-DISTARCIP/IX-2016","CILENGKRANG I NO. 67","Cisurupan","Cibiru"
"3274/KRK-DISTARCIP/VIII-2016","CILENGKRANG I NO. 5","Cisurupan","Cibiru"
"3161/KRK-DISTARCIP/VIII-2016","PASIR LUHUR","Cisurupan","Cibiru"
"2704/KRK-DISTARCIP/VII-2016","KP. CIGUPAKAN","Cisurupan","Cibiru"
"2702/KRK-DISTARCIP/VII-2016","CILENGKRANG I NO. 9","Cisurupan","Cibiru"
"2701/KRK-DISTARCIP/VII-2016","CILENGKRANG I","Cisurupan","Cibiru"
"2665/KRK-DISTARCIP/VII-2016","CILENGKRANG 1 BLOK 95","Cisurupan","Cibiru"
"5225/KRK-DISTARCIP/XII-2016","VIJAYA KUSUMA A-8/49","Palasari","Cibiru"
"5193/KRK-DISTARCIP/XII-2016","CILENGKRANG II NO.90","Palasari","Cibiru"
"4954/KRK-DISTARCIP/XII-2016","KP. GANDOL","Palasari","Cibiru"
"4785/KRK-DISTARCIP/XII-2016","KP. GANDOL","Palasari","Cibiru"
"4784/KRK-DISTARCIP/XII-2016","KP. GANDOL","Palasari","Cibiru"
"4482/KRK-DISTARCIP/XI-2016","CILENGKRANG II","Palasari","Cibiru"
"4053/KRK-DISTARCIP/X-2016","KO. VIJAYA KUSUMAH A3 G NO. 5","Palasari","Cibiru"
"3911/KRK-DISTARCIP/X-2016","PALASARI II NO. 7","Palasari","Cibiru"
"3717/KRK-DISTARCIP/IX-2016","KOMP.VIJAYAKUSUMA BLOK. A-5 KAV.NO.14","Palasari","Cibiru"
"3702/KRK-DISTARCIP/IX-2016","CIGAGAK","Palasari","Cibiru"
"3687/KRK-DISTARCIP/IX-2016","VIJAYA KUSUMA A.6-7","Palasari","Cibiru"
"3616/KRK-DISTARCIP/IX-2016","KP. CIGAGAK WETAN","Palasari","Cibiru"
"3498/KRK-DISTARCIP/IX-2016","CILENGKRANG I","Palasari","Cibiru"
"1810/KRK-DISTARCIP/V-2016","MANGLAYANG I","Palasari","Cibiru"
"3158/KRK-DISTARCIP/VIII-2016","CILENGKRANG II","Palasari","Cibiru"
"2785/KRK-DISTARCIP/VIII-2016","MANGLAYANG V NO.14","Palasari","Cibiru"
"2928/KRK-DISTARCIP/VIII-2016","CILENGKRANG II NO. 50","Palasari","Cibiru"
"2650/KRK-DISTARCIP/VII-2016","KP. CIGAGAK WETAN","Palasari","Cibiru"
"2499/KRK-DISTARCIP/VI-2016","BLOK CIGAGAK,","Palasari","Cibiru"
"5118/KRK-DISTARCIP/XII-2016","MANISI","Pasir Biru","Cibiru"
"5026/KRK-DISTARCIP/XII-2016","BLOK CIBIRU TONGGOH","Pasir Biru","Cibiru"
"4985/KRK-DISTARCIP/XII-2016","KP CIBIRU TONGGOH","Pasir Biru","Cibiru"
"4537/KRK-DISTARCIP/XI-2016","KP.JATI / GG JATI II NO. 79","Pasir Biru","Cibiru"
"4529/KRK-DISTARCIP/XI-2016","JATIKALER II","Pasir Biru","Cibiru"
"4528/KRK-DISTARCIP/XI-2016","JATIKALER II","Pasir Biru","Cibiru"
"4268/KRK-DISTARCIP/X-2016","JL. CIBIRU TONGGOH","Pasir Biru","Cibiru"
"3505/KRK-DISTARCIP/IX-2016","KP. MEKARJATI","Pasir Biru","Cibiru"
"2667/KRK-DISTARCIP/VII-2016","TERUSAN MANISI CIPARIUK","Pasir Biru","Cibiru"
"4014/KRK-DISTARCIP/X-2016","GG. TANJUNG ANOM III 277/66","Arjuna","Cicendo"
"3842/KRK-DISTARCIP/X-2016","PASIRKALIKI NO. 107","Arjuna","Cicendo"
"3655/KRK-DISTARCIP/IX-2016","ARJUNA / PAJAJARAN NO. 101","Arjuna","Cicendo"
"3632/KRK-DISTARCIP/IX-2016","SEMAR NO.25","Arjuna","Cicendo"
"3165/KRK-DISTARCIP/VIII-2016","BIMA NO.2","Arjuna","Cicendo"
"2887/KRK-DISTARCIP/VIII-2016","PASIRKALIKI NO. 45","Arjuna","Cicendo"
"2969/KRK-DISTARCIP/VIII-2016","TANJUNG ANOM III NO-321 A/66","Arjuna","Cicendo"
"2958/KRK-DISTARCIP/VIII-2016","GG.SALEH NO.14","Arjuna","Cicendo"
"2940/KRK-DISTARCIP/VIII-2016","BIMA NO.82","Arjuna","Cicendo"
"4742/KRK-DISTARCIP/XI-2016","KOMUD SUPADIO NO. 19","Husein Sastranegara","Cicendo"
"4471/KRK-DISTARCIP/XI-2016","ARUNA","Husein Sastranegara","Cicendo"
"4398/KRK-DISTARCIP/XI-2016","KAVELING HM 592","Husein Sastranegara","Cicendo"
"2884/KRK-DISTARCIP/VIII-2016","PAJAJARAN NO.165","Husein Sastranegara","Cicendo"
"2649/KRK-DISTARCIP/VII-2016","KOMP. ISTANA REGENCY I A2-5","Husein Sastranegara","Cicendo"
"5166/KRK-DISTARCIP/XII-2016","SUKAWARNA II NO. 15","Pajajaran","Cicendo"
"4882/KRK-DISTARCIP/XII-2016","DR.JUNJUNAN DALAM II NO.20","Pajajaran","Cicendo"
"4740/KRK-DISTARCIP/XI-2016","CITEPUS NO.111","Pajajaran","Cicendo"
"4443/KRK-DISTARCIP/XI-2016","PASIRKALIKI DLM NO. 108/65","Pajajaran","Cicendo"
"3171/KRK-DISTARCIP/VIII-2016","KOMP. BALADEWA ASRI KAV.71","Pajajaran","Cicendo"
"3353/KRK-DISTARCIP/IX-2016","KOMPLEK ISTANA REGENCY 2 NO. D8","Pajajaran","Cicendo"
"3140/KRK-DISTARCIP/VIII-2016","BALADEWA I N0 44","Pajajaran","Cicendo"
"3111/KRK-DISTARCIP/VIII-2016","JUNJUNAN DALAM II","Pajajaran","Cicendo"
"2709/KRK-DISTARCIP/VII-2016","ISTANA REGENCY C2 NO. 5","Pajajaran","Cicendo"
"4972/KRK-DISTARCIP/XII-2016","GG. SUKASINGKIR NO. 5","Pamoyanan","Cicendo"
"4861/KRK-DISTARCIP/XII-2016","PANDU","Pamoyanan","Cicendo"
"4778/KRK-DISTARCIP/XII-2016","BEGAWAN SEMPANI NO. 4","Pamoyanan","Cicendo"
"4462/KRK-DISTARCIP/XI-2016","DR DJUNDJUNAN 3","Pamoyanan","Cicendo"
"4431/KRK-DISTARCIP/XI-2016","ASTINA NO. 7","Pamoyanan","Cicendo"
"4309/KRK-DISTARCIP/XI-2016","DURSASANA NO.3","Pamoyanan","Cicendo"
"4191/KRK-DISTARCIP/X-2016","ASTINA NO. 30","Pamoyanan","Cicendo"
"3830/KRK-DISTARCIP/X-2016","MUHAMMAD NO. 34","Pamoyanan","Cicendo"
"3653/KRK-DISTARCIP/IX-2016","NAKULA NO. 45 LAMA","Pamoyanan","Cicendo"
"3424/KRK-DISTARCIP/IX-2016","NAKULA NO. 37","Pamoyanan","Cicendo"
"3391/KRK-DISTARCIP/IX-2016","MUHAMMAD NO 26","Pamoyanan","Cicendo"
"3358/KRK-DISTARCIP/IX-2016","BALADEWA NO.28","Pamoyanan","Cicendo"
"3268/KRK-DISTARCIP/VIII-2016","MAHMUD NO. 20","Pamoyanan","Cicendo"
"2931/KRK-DISTARCIP/VIII-2016","TERUSAN DURSASANA 446/65","Pamoyanan","Cicendo"
"2639/KRK-DISTARCIP/VII-2016","ASTINA NO. 2","Pamoyanan","Cicendo"
"2636/KRK-DISTARCIP/VII-2016","PANDU NO. 43","Pamoyanan","Cicendo"
"2566/KRK-DISTARCIP/VII-2016","PAJAJARAN NO. 80","Pamoyanan","Cicendo"
"5229/KRK-DISTARCIP/XII-2016","CIPAGANTI","Pasirkaliki","Cicendo"
"5188/KRK-DISTARCIP/XII-2016","PAJAJARAN NO. 43","Pasirkaliki","Cicendo"
"5022/KRK-DISTARCIP/XII-2016","GG KINA DALAM 124/5A","Pasirkaliki","Cicendo"
"4976/KRK-DISTARCIP/XII-2016","CIHAMPELAS NO. 11","Pasirkaliki","Cicendo"
"4889/KRK-DISTARCIP/XII-2016","PAJAJARAN BLK NO. 37 GG. ADIWIKARTA","Pasirkaliki","Cicendo"
"4619/KRK-DISTARCIP/XI-2016","PASIR KALIKI NO.160","Pasirkaliki","Cicendo"
"4562/KRK-DISTARCIP/XI-2016","MOCHAMAD MESRI 44","Pasirkaliki","Cicendo"
"4333/KRK-DISTARCIP/XI-2016","MARJUK NO. 9","Pasirkaliki","Cicendo"
"4239/KRK-DISTARCIP/X-2016","CICENDO NO. 3","Pasirkaliki","Cicendo"
"4233/KRK-DISTARCIP/X-2016","NYLAND NO 2","Pasirkaliki","Cicendo"
"3670/KRK-DISTARCIP/IX-2016","PURWAWIJAYA NO.5A/9","Pasirkaliki","Cicendo"
"3619/KRK-DISTARCIP/IX-2016","GG. WIRADIMAJA NO.4","Pasirkaliki","Cicendo"
"3212/KRK-DISTARCIP/VIII-2016","OTTEN NO. 1 / JL. DR. RAJIMAN NO. 19","Pasirkaliki","Cicendo"
"2903/KRK-DISTARCIP/VIII-2016","GG.KINA DALAM 10/5 A","Pasirkaliki","Cicendo"
"2675/KRK-DISTARCIP/VII-2016","GG.RAIS NO, 42","Pasirkaliki","Cicendo"
"2472/KRK-DISTARCIP/VI-2016","PADJAJARAN/ GG. KINA DALAM 35/5A","Pasirkaliki","Cicendo"
"5146/KRK-DISTARCIP/XII-2016","MEGA MEKAR NO. 11","Sukaraja","Cicendo"
"5029/KRK-DISTARCIP/XII-2016","JL GUNUNG BATU NO 201 RUKO MAPLE KAV C BANDUNG","Sukaraja","Cicendo"
"4794/KRK-DISTARCIP/XII-2016","KP. CIKAHURIPAN NO. 58","Sukaraja","Cicendo"
"4594/KRK-DISTARCIP/XI-2016","BOEING / KP.SUKARAJA","Sukaraja","Cicendo"
"4413/KRK-DISTARCIP/XI-2016","DAKOTA RAYA NO. 106","Sukaraja","Cicendo"
"4397/KRK-DISTARCIP/XI-2016","MENTOR 1","Sukaraja","Cicendo"
"4232/KRK-DISTARCIP/X-2016","KOM. CIPTA GRAHA","Sukaraja","Cicendo"
"4124/KRK-DISTARCIP/X-2016","MEGARAYA I","Sukaraja","Cicendo"
"3735/KRK-DISTARCIP/IX-2016","RD GANDA II 53","Sukaraja","Cicendo"
"3567/KRK-DISTARCIP/IX-2016","DAKOTA RAYA NO 46","Sukaraja","Cicendo"
"3507/KRK-DISTARCIP/IX-2016","GUNUNG BATU NO.16","Sukaraja","Cicendo"
"3153/KRK-DISTARCIP/VIII-2016","RAYA CILEMBER NO. 288","Sukaraja","Cicendo"
"3079/KRK-DISTARCIP/VIII-2016","KP. CIKAHURIPAN 58","Sukaraja","Cicendo"
"2778/KRK-DISTARCIP/VIII-2016","SUKARAJA II","Sukaraja","Cicendo"
"2767/KRK-DISTARCIP/VIII-2016","GUNUNG BATU NO. 95 C","Sukaraja","Cicendo"
"2685/KRK-DISTARCIP/VII-2016","GANG MENTOR","Sukaraja","Cicendo"
"5175/KRK-DISTARCIP/XII-2016","BUKIT INDAH I","Ciumbuleuit","Cidadap"
"4921/KRK-DISTARCIP/XII-2016","NEGLASARI","Ciumbuleuit","Cidadap"
"4571/KRK-DISTARCIP/XI-2016","CIPICUNG HILIR.SEKEJULANG","Ciumbuleuit","Cidadap"
"4411/KRK-DISTARCIP/XI-2016","KP. KEBON TUJUH","Ciumbuleuit","Cidadap"
"4030/KRK-DISTARCIP/X-2016","BLOK BENGKOK / KP CURUG DAGO","Ciumbuleuit","Cidadap"
"3788/KRK-DISTARCIP/IX-2016","BLOK RANCABENTANG","Ciumbuleuit","Cidadap"
"3745/KRK-DISTARCIP/IX-2016","CISATU","Ciumbuleuit","Cidadap"
"3611/KRK-DISTARCIP/IX-2016","RANCABENTANG NO.16","Ciumbuleuit","Cidadap"
"3262/KRK-DISTARCIP/VIII-2016","RANCABENTANG 28","Ciumbuleuit","Cidadap"
"3256/KRK-DISTARCIP/VIII-2016","KOMP. CITRA GREEN DAGO BLOK. K-07","Ciumbuleuit","Cidadap"
"2988/KRK-DISTARCIP/VIII-2016","KP.CISATU GG.BUKIT MULYA NO.6","Ciumbuleuit","Cidadap"
"2921/KRK-DISTARCIP/VIII-2016","BLOK CIHANJA","Ciumbuleuit","Cidadap"
"2799/KRK-DISTARCIP/VIII-2016","BUKIT SAKINAH KAV VII","Ciumbuleuit","Cidadap"
"2792/KRK-DISTARCIP/VIII-2016","CIUMBULEUIT NO. 203","Ciumbuleuit","Cidadap"
"2551/KRK-DISTARCIP/VII-2016","BUKIT RAYA BANDUNG 15 B 214","Ciumbuleuit","Cidadap"
"5137/KRK-DISTARCIP/XII-2016","DR. SETIA BUDHI NO. 166","Hegarmanah","Cidadap"
"5051/KRK-DISTARCIP/XII-2016","BUKIT INDAH NO. 21","Hegarmanah","Cidadap"
"4805/KRK-DISTARCIP/XII-2016","CIUMBULEUIT NO. 163 A","Hegarmanah","Cidadap"
"4749/KRK-DISTARCIP/XI-2016","CIUMBULEUIT NO.40","Hegarmanah","Cidadap"
"4660/KRK-DISTARCIP/XI-2016","BUKIT SASTRA 139","Hegarmanah","Cidadap"
"4108/KRK-DISTARCIP/X-2016","DR SETIABUDHI 138","Hegarmanah","Cidadap"
"3933/KRK-DISTARCIP/X-2016","GG. BUKIT RESIK 24","Hegarmanah","Cidadap"
"3646/KRK-DISTARCIP/IX-2016","DR SETIABUDHI 186 B","Hegarmanah","Cidadap"
"3445/KRK-DISTARCIP/IX-2016","CIUMBULEUIT NO. 197","Hegarmanah","Cidadap"
"3426/KRK-DISTARCIP/IX-2016","DR.SETIABUDHI NO. 76","Hegarmanah","Cidadap"
"3406/KRK-DISTARCIP/IX-2016","DR. SETIA BUDHI NO. 24","Hegarmanah","Cidadap"
"3243/KRK-DISTARCIP/VIII-2016","CIUMBULEUIT NO. 197","Hegarmanah","Cidadap"
"3141/KRK-DISTARCIP/VIII-2016","BUKIT JARIAN VI NO. 1","Hegarmanah","Cidadap"
"3110/KRK-DISTARCIP/VIII-2016","CIUMBULEIT NO. 153","Hegarmanah","Cidadap"
"2966/KRK-DISTARCIP/VIII-2016","JL. HEGARMANAH WETAN 22 / KS.TUBAN 22","Hegarmanah","Cidadap"
"2671/KRK-DISTARCIP/VII-2016","CIUMBULEUIT NO. 125","Hegarmanah","Cidadap"
"2872/KRK-DISTARCIP/VIII-2016","HEGARMANAH WETAN","Hegarmanah","Cidadap"
"2865/KRK-DISTARCIP/VIII-2016","BUDI SARI VI","Hegarmanah","Cidadap"
"2588/KRK-DISTARCIP/VII-2016","HEGARSARI III NO.47","Hegarmanah","Cidadap"
"2580/KRK-DISTARCIP/VII-2016","CIUMBULEUIT NO. 86","Hegarmanah","Cidadap"
"4815/KRK-DISTARCIP/XII-2016","KOMP. SETIABUDHI TERRACE BLOK- B","Ledeng","Cidadap"
"4795/KRK-DISTARCIP/XII-2016","CIPAKU INDAH II NO A 8","Ledeng","Cidadap"
"4716/KRK-DISTARCIP/XI-2016","DR. SETIABUDHI NO. 400","Ledeng","Cidadap"
"4664/KRK-DISTARCIP/XI-2016","CIPAKU INDAH II NO. 2","Ledeng","Cidadap"
"4674/KRK-DISTARCIP/XI-2016","CIDADAP GIRANG NO.3","Ledeng","Cidadap"
"4440/KRK-DISTARCIP/XI-2016","KOMP. GRAND PALM BLOK LOA KAV B - 10 KOTA BANDUNG","Ledeng","Cidadap"
"4116/KRK-DISTARCIP/X-2016","DR.SETIABUDI NO.414","Ledeng","Cidadap"
"3967/KRK-DISTARCIP/X-2016","KP. CIDADAP GIRANG","Ledeng","Cidadap"
"3720/KRK-DISTARCIP/IX-2016","DR. SETIABUDHI NO 348 A","Ledeng","Cidadap"
"3511/KRK-DISTARCIP/IX-2016","KOMP. SETIABUDHI TERRACE B-22","Ledeng","Cidadap"
"3461/KRK-DISTARCIP/IX-2016","KO. SETIABUDHI TERRACE KAV B-1","Ledeng","Cidadap"
"3370/KRK-DISTARCIP/IX-2016","DR.SETIABUDHI NO.198 B","Ledeng","Cidadap"
"3259/KRK-DISTARCIP/VIII-2016","CIPAKU II NO.2","Ledeng","Cidadap"
"2841/KRK-DISTARCIP/VIII-2016","DR.SETIABUDHI NO.198 B KOTA BANDUNG","Ledeng","Cidadap"
"2619/KRK-DISTARCIP/VII-2016","CIPAKU 10 NO.6","Ledeng","Cidadap"
"4303/KRK-DISTARCIP/XI-2016","KINABALU IV NO. 9","Babakan Penghulu","Cinambo"
"4205/KRK-DISTARCIP/X-2016","BEBEDAHAN / RANCAMEONG","Babakan Penghulu","Cinambo"
"3724/KRK-DISTARCIP/IX-2016","SOEKARNO HATTA","Babakan Penghulu","Cinambo"
"3352/KRK-DISTARCIP/IX-2016","PINUS V NO.12 B BANDUNG","Babakan Penghulu","Cinambo"
"3384/KRK-DISTARCIP/IX-2016","PINUS TIMUR NO.6 BANDUNG","Babakan Penghulu","Cinambo"
"3014/KRK-DISTARCIP/VIII-2016","PINUS RAYA NO. 83","Babakan Penghulu","Cinambo"
"2978/KRK-DISTARCIP/VIII-2016","RANCA MEONG NO.18","Babakan Penghulu","Cinambo"
"2907/KRK-DISTARCIP/VIII-2016","SOEKARNO HATTA NO. 795","Babakan Penghulu","Cinambo"
"2621/KRK-DISTARCIP/VII-2016","PINUS RAYA NO.232","Babakan Penghulu","Cinambo"
"2620/KRK-DISTARCIP/VII-2016","PINUS RAYA NO.115","Babakan Penghulu","Cinambo"
"4123/KRK-DISTARCIP/X-2016","CISARANTEN WETAN I","Cisaranten Wetan","Cinambo"
"4122/KRK-DISTARCIP/X-2016","CISARANTEN WETAN I","Cisaranten Wetan","Cinambo"
"4103/KRK-DISTARCIP/X-2016","KP. CISARANTEN WETAN","Cisaranten Wetan","Cinambo"
"3703/KRK-DISTARCIP/IX-2016","KO. GRAHA PESONA C-21","Cisaranten Wetan","Cinambo"
"3199/KRK-DISTARCIP/VIII-2016","KO. GRAHA PESONA A-5","Cisaranten Wetan","Cinambo"
"2920/KRK-DISTARCIP/VIII-2016","PINUS V NO. 2 BANDUNG","Cisaranten Wetan","Ujungberung"
"2739/KRK-DISTARCIP/VII-2016","INSPEKSI","Cisaranten Wetan","Cinambo"
